@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute oschook-1 numeric
@attribute oschook-2 numeric
@attribute oschook-3 numeric
@attribute oschook-4 numeric
@attribute outputs-1 {0,1,2}

@data
337,'2023/12/10 06:27:21:939',4,292.462646,-14.274044,-88.196625,0,2
338,'2023/12/10 06:27:21:939',4,292.501678,-14.271674,-88.194168,0,2
339,'2023/12/10 06:27:21:950',4,292.55365,-14.293509,-88.185158,0,2
340,'2023/12/10 06:27:22:042',4,292.588501,-14.422647,-88.195488,0,2
341,'2023/12/10 06:27:22:073',4,292.598236,-14.662037,-88.231995,0,2
342,'2023/12/10 06:27:22:145',4,292.573944,-15.188583,-88.328156,0,2
343,'2023/12/10 06:27:22:247',4,292.58255,-15.800133,-88.441582,0,2
344,'2023/12/10 06:27:22:254',4,292.639191,-16.3025,-88.539291,0,2
345,'2023/12/10 06:27:22:361',4,292.668274,-17.036457,-88.762726,0,2
346,'2023/12/10 06:27:22:372',4,256.673584,-45.287605,-53.038624,0,2
347,'2023/12/10 06:27:22:452',4,227.897125,-67.625671,-24.510496,0,2
348,'2023/12/10 06:27:22:554',4,205.034302,-85.277344,-1.694395,0,2
349,'2023/12/10 06:27:22:555',4,186.787857,-99.396027,16.586733,0,2
350,'2023/12/10 06:27:22:656',4,208.402573,-84.312813,-4.730577,0,2
351,'2023/12/10 06:27:22:672',4,225.752075,-71.955231,-21.704374,0,2
352,'2023/12/10 06:27:22:759',4,239.636658,-61.888351,-35.22715,0,2
353,'2023/12/10 06:27:22:791',4,250.752777,-53.562092,-45.966457,0,2
354,'2023/12/10 06:27:22:861',4,259.629456,-46.690666,-54.534286,0,2
355,'2023/12/10 06:27:22:964',4,266.713287,-41.119427,-61.409283,0,2
356,'2023/12/10 06:27:22:971',4,272.354248,-36.352047,-66.902046,0,2
357,'2023/12/10 06:27:23:065',4,276.875854,-32.181835,-71.278969,0,2
358,'2023/12/10 06:27:23:091',4,280.54837,-28.654377,-74.742653,0,2
359,'2023/12/10 06:27:23:168',4,283.692017,-25.292854,-77.379257,0,2
360,'2023/12/10 06:27:23:271',4,286.302979,-22.471008,-79.432175,0,2
361,'2023/12/10 06:27:23:272',4,288.476227,-20.233368,-81.095558,0,2
362,'2023/12/10 06:27:23:377',4,290.271484,-18.252716,-82.398109,0,2
363,'2023/12/10 06:27:23:392',4,291.703339,-16.588287,-83.437462,0,2
364,'2023/12/10 06:27:23:475',4,292.872101,-15.11535,-84.237503,0,2
365,'2023/12/10 06:27:23:511',4,293.912689,-13.460874,-84.747482,0,2
366,'2023/12/10 06:27:23:577',4,294.844116,-11.750589,-85.055328,0,2
367,'2023/12/10 06:27:23:680',4,295.563507,-10.248443,-85.331718,0,2
368,'2023/12/10 06:27:23:692',4,296.08194,-9.257741,-85.616577,0,2
369,'2023/12/10 06:27:23:783',4,296.445526,-8.785041,-85.878944,0,2
370,'2023/12/10 06:27:23:812',4,296.716888,-8.567666,-86.076378,0,2
371,'2023/12/10 06:27:23:885',4,296.901886,-8.599309,-86.271461,0,2
372,'2023/12/10 06:27:23:987',4,297.095215,-8.901689,-86.421577,0,2
373,'2023/12/10 06:27:23:992',4,297.55423,-9.382761,-86.55323,0,2
374,'2023/12/10 06:27:24:089',4,298.138763,-9.955141,-86.70237,0,2
375,'2023/12/10 06:27:24:112',4,298.902435,-10.88048,-86.94323,0,2
376,'2023/12/10 06:27:24:192',4,299.5914,-11.793828,-87.182632,0,2
377,'2023/12/10 06:27:24:295',4,300.406158,-13.062039,-87.56385,0,2
378,'2023/12/10 06:27:24:296',4,301.233063,-14.438223,-87.996635,0,2
379,'2023/12/10 06:27:24:397',4,302.022919,-15.689673,-88.394913,0,2
380,'2023/12/10 06:27:24:412',4,266.706177,-44.12114,-52.840309,0,2
381,'2023/12/10 06:27:24:499',4,274.93512,-39.45863,-60.231625,0,2
382,'2023/12/10 06:27:24:532',4,281.776245,-35.742332,-66.076286,0,2
383,'2023/12/10 06:27:24:602',4,287.642395,-32.990658,-70.671158,0,2
384,'2023/12/10 06:27:24:708',4,292.573547,-30.980106,-74.340752,0,2
385,'2023/12/10 06:27:24:713',4,296.81546,-29.70735,-77.314766,0,2
386,'2023/12/10 06:27:24:807',4,300.405945,-28.57189,-79.686104,0,2
387,'2023/12/10 06:27:24:833',4,303.343231,-27.304544,-81.520126,0,2
388,'2023/12/10 06:27:24:909',4,305.979553,-24.836567,-82.602303,0,2
389,'2023/12/10 06:27:25:011',4,308.146301,-21.737206,-83.234528,0,2
390,'2023/12/10 06:27:25:012',4,309.874481,-18.844147,-83.631805,0,2
391,'2023/12/10 06:27:25:115',4,311.27948,-16.030666,-83.843018,0,2
392,'2023/12/10 06:27:25:131',4,312.298218,-13.674761,-83.987328,0,2
393,'2023/12/10 06:27:25:218',4,313.075012,-11.593294,-84.049332,0,2
394,'2023/12/10 06:27:25:252',4,313.562653,-9.749129,-84.102203,0,2
395,'2023/12/10 06:27:25:319',4,313.891418,-8.417691,-84.213432,0,2
396,'2023/12/10 06:27:25:422',4,314.147583,-7.225904,-84.306709,0,2
397,'2023/12/10 06:27:25:433',4,314.291992,-6.092629,-84.390297,0,2
398,'2023/12/10 06:27:25:527',4,314.38385,-5.204142,-84.473846,0,2
399,'2023/12/10 06:27:25:553',4,314.392303,-4.616252,-84.628456,0,2
400,'2023/12/10 06:27:25:627',4,314.373932,-4.632897,-84.969719,0,2
401,'2023/12/10 06:27:25:729',4,314.381165,-4.890678,-85.386833,0,2
402,'2023/12/10 06:27:25:735',4,314.412903,-5.492486,-85.903259,0,2
403,'2023/12/10 06:27:25:832',4,314.458344,-6.116621,-86.420242,0,2
404,'2023/12/10 06:27:25:853',4,314.598907,-6.705938,-86.976837,0,2
405,'2023/12/10 06:27:25:933',4,278.819397,-39.593147,-51.588551,0,2
406,'2023/12/10 06:27:26:035',4,250.289261,-65.908813,-23.30929,0,2
407,'2023/12/10 06:27:26:036',4,227.567535,-86.986389,-0.711042,0,2
408,'2023/12/10 06:27:26:147',4,209.419113,-103.846916,17.366636,0,2
409,'2023/12/10 06:27:26:151',4,194.847198,-117.319382,31.829086,0,2
410,'2023/12/10 06:27:26:241',4,182.98175,-128.03125,43.398811,0,2
411,'2023/12/10 06:27:26:272',4,173.322632,-136.568497,52.633057,0,2
412,'2023/12/10 06:27:26:343',4,165.357315,-143.366043,60.022858,0,2
413,'2023/12/10 06:27:26:445',4,158.894287,-148.823196,65.903999,0,2
414,'2023/12/10 06:27:26:453',4,153.626587,-153.197952,70.575691,0,2
415,'2023/12/10 06:27:26:548',4,149.249161,-156.735947,74.276176,0,2
416,'2023/12/10 06:27:26:577',4,145.602783,-159.601501,77.199692,0,2
417,'2023/12/10 06:27:26:649',4,142.665802,-161.883011,79.532814,0,2
418,'2023/12/10 06:27:26:752',4,140.347458,-163.746704,81.443146,0,2
419,'2023/12/10 06:27:26:753',4,138.594086,-165.236145,83.015938,0,2
420,'2023/12/10 06:27:26:854',4,137.25267,-166.413376,84.311089,0,2
421,'2023/12/10 06:27:26:872',4,136.317184,-167.299652,85.401756,0,2
422,'2023/12/10 06:27:26:957',4,135.634125,-167.92244,86.285393,0,2
423,'2023/12/10 06:27:26:993',4,135.250412,-168.205429,87.022041,0,2
424,'2023/12/10 06:27:27:060',4,171.241821,-136.836777,51.644073,0,2
425,'2023/12/10 06:27:27:162',4,200.1138,-111.801514,23.356623,0,2
426,'2023/12/10 06:27:27:172',4,223.336853,-91.822685,0.754835,0,2
427,'2023/12/10 06:27:27:230',4,241.946701,-75.881264,-17.337637,0,2
428,'2023/12/10 06:27:27:367',4,256.826233,-63.123631,-31.824697,0,2
429,'2023/12/10 06:27:27:367',4,232.527512,-84.11998,-7.508755,0,2
430,'2023/12/10 06:27:27:468',4,212.886703,-100.905785,11.834211,0,2
431,'2023/12/10 06:27:27:471',4,196.745575,-114.391861,27.143711,0,2
432,'2023/12/10 06:27:27:535',4,183.349365,-125.196136,39.352707,0,2
433,'2023/12/10 06:27:27:674',4,172.632401,-133.839554,49.119904,0,2
434,'2023/12/10 06:27:27:675',4,163.766159,-140.738174,56.955158,0,2
435,'2023/12/10 06:27:27:710',4,156.297791,-146.293076,63.170048,0,2
436,'2023/12/10 06:27:27:777',4,150.169861,-150.747604,68.118355,0,2
437,'2023/12/10 06:27:27:878',4,145.075089,-154.333801,72.011406,0,2
438,'2023/12/10 06:27:27:891',4,140.915741,-157.214935,75.123299,0,2
439,'2023/12/10 06:27:27:981',4,137.572464,-159.518112,77.626503,0,2
440,'2023/12/10 06:27:28:012',4,135.111404,-161.358658,79.669136,0,2
441,'2023/12/10 06:27:28:083',4,133.252853,-162.926514,81.344185,0,2
442,'2023/12/10 06:27:28:185',4,131.793686,-164.641846,82.80825,0,2
443,'2023/12/10 06:27:28:192',4,130.374359,-166.272278,83.936989,0,2
444,'2023/12/10 06:27:28:288',4,129.013382,-167.609528,84.763153,0,2
445,'2023/12/10 06:27:28:312',4,127.467834,-168.757202,85.334892,0,2
446,'2023/12/10 06:27:28:391',4,125.777931,-169.616043,85.704178,0,2
447,'2023/12/10 06:27:28:493',4,124.174706,-170.147369,85.910194,0,2
448,'2023/12/10 06:27:28:493',4,122.433304,-170.144638,85.852013,0,2
