@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute oschook-1 numeric
@attribute oschook-2 numeric
@attribute oschook-3 numeric
@attribute oschook-4 numeric
@attribute outputs-1 {0,1,2}

@data
456,'2023/12/10 03:37:56:484',6,245.797211,85.04834,3.48982,0,?
457,'2023/12/10 03:37:56:499',6,246.002167,85.224373,3.424508,0,?
458,'2023/12/10 03:37:56:594',6,246.618546,85.390961,2.910728,0,?
459,'2023/12/10 03:37:56:610',6,246.797699,85.559349,2.817332,0,?
460,'2023/12/10 03:37:56:689',6,247.89357,85.69825,1.717499,0,?
461,'2023/12/10 03:37:56:798',6,248.252899,85.938683,1.281968,0,?
462,'2023/12/10 03:37:56:798',6,249.248962,86.310326,0.155105,0,?
463,'2023/12/10 03:37:56:893',6,251.224564,86.756226,-1.921497,0,?
464,'2023/12/10 03:37:56:909',6,265.559875,87.19313,-16.355335,0,?
465,'2023/12/10 03:37:57:003',6,250.556213,88.015732,-1.465357,0,?
466,'2023/12/10 03:37:57:098',6,240.935226,88.690414,8.075163,0,?
467,'2023/12/10 03:37:57:098',6,232.825867,89.316383,16.070995,0,?
468,'2023/12/10 03:37:57:161',6,226.747574,89.811325,22.071896,0,?
469,'2023/12/10 03:37:57:208',6,222.40419,90.209526,26.361019,0,?
470,'2023/12/10 03:37:57:303',6,216.327408,90.481544,32.428108,0,?
471,'2023/12/10 03:37:57:334',6,211.297333,90.678314,37.481102,0,?
472,'2023/12/10 03:37:57:414',6,204.467133,90.755196,44.380974,0,?
473,'2023/12/10 03:37:57:461',6,228.719879,90.443398,20.23521,0,?
474,'2023/12/10 03:37:57:619',6,248.122086,90.193962,0.9186,0,?
475,'2023/12/10 03:37:57:619',6,255.744446,89.976112,-6.566144,0,?
476,'2023/12/10 03:37:57:635',6,258.213409,89.775909,-8.894199,0,?
477,'2023/12/10 03:37:57:714',6,261.716766,89.529984,-12.281929,0,?
478,'2023/12/10 03:37:57:824',6,266.571289,89.330719,-17.017797,0,?
479,'2023/12/10 03:37:57:824',6,270.658936,89.174965,-20.994759,0,?
480,'2023/12/10 03:37:57:918',6,274.221649,89.070694,-24.46125,0,?
481,'2023/12/10 03:37:57:934',6,278.194427,88.996628,-28.387699,0,?
482,'2023/12/10 03:37:58:028',6,280.871552,88.934975,-31.051678,0,?
483,'2023/12/10 03:37:58:060',6,283.37912,88.911713,-33.605953,0,?
484,'2023/12/10 03:37:58:123',6,284.198303,88.891708,-34.481506,0,?
485,'2023/12/10 03:37:58:170',6,285.95755,88.901482,-36.329075,0,?
486,'2023/12/10 03:37:58:233',6,286.413239,88.981697,-36.90406,0,?
487,'2023/12/10 03:37:58:328',6,287.618988,89.05925,-38.23719,0,?
488,'2023/12/10 03:37:58:359',6,281.839935,89.201256,-32.552719,0,?
489,'2023/12/10 03:37:58:438',6,279.849609,89.235138,-30.618139,0,?
490,'2023/12/10 03:37:58:533',6,276.292908,89.226425,-27.06093,0,?
491,'2023/12/10 03:37:58:533',6,272.339569,89.193504,-23.014294,0,?
492,'2023/12/10 03:37:58:642',6,272.29895,89.080544,-22.839651,0,?
493,'2023/12/10 03:37:58:658',6,272.326538,88.949051,-22.702023,0,?
494,'2023/12/10 03:37:58:737',6,269.033783,88.765114,-19.135342,0,?
495,'2023/12/10 03:37:58:847',6,267.133606,88.5382,-16.986303,0,?
496,'2023/12/10 03:37:58:847',6,266.304016,88.358826,-15.940273,0,?
497,'2023/12/10 03:37:58:894',6,266.338226,88.241425,-15.815936,0,?
498,'2023/12/10 03:37:58:958',6,266.253174,88.180565,-15.612957,0,?
499,'2023/12/10 03:37:59:052',6,267.378601,88.138977,-16.67919,0,?
500,'2023/12/10 03:37:59:067',6,269.732605,88.094734,-19.043802,0,?
501,'2023/12/10 03:37:59:147',6,271.916138,88.035561,-21.27088,0,?
502,'2023/12/10 03:37:59:194',6,274.420807,87.934608,-23.850048,0,?
503,'2023/12/10 03:37:59:257',6,276.874115,87.907356,-26.368591,0,?
504,'2023/12/10 03:37:59:353',6,278.601807,87.911659,-28.159613,0,?
505,'2023/12/10 03:37:59:368',6,280.766418,87.997917,-30.358345,0,?
506,'2023/12/10 03:37:59:447',6,282.580597,88.059303,-32.196178,0,?
507,'2023/12/10 03:37:59:557',6,283.084503,88.103828,-32.694714,0,?
508,'2023/12/10 03:37:59:557',6,283.277466,88.07328,-32.910221,0,?
509,'2023/12/10 03:37:59:667',6,283.823608,87.989754,-33.493259,0,?
510,'2023/12/10 03:37:59:667',6,282.599854,87.962326,-32.268105,0,?
511,'2023/12/10 03:37:59:762',6,281.66568,87.908295,-31.353645,0,?
512,'2023/12/10 03:37:59:793',6,280.611664,87.873199,-30.310633,0,?
513,'2023/12/10 03:37:59:871',6,279.550903,87.866646,-29.252834,0,?
514,'2023/12/10 03:37:59:919',6,278.49646,87.848213,-28.198009,0,?
515,'2023/12/10 03:37:59:982',6,277.556732,87.822563,-27.247164,0,?
516,'2023/12/10 03:38:00:061',6,275.598663,87.746559,-25.236998,0,?
517,'2023/12/10 03:38:00:092',6,273.613708,87.679924,-23.196712,0,?
518,'2023/12/10 03:38:00:171',6,272.941864,87.652115,-22.480604,0,?
519,'2023/12/10 03:38:00:266',6,274.81311,87.727409,-24.348244,0,?
520,'2023/12/10 03:38:00:282',6,277.739716,87.814919,-27.301289,0,?
521,'2023/12/10 03:38:00:486',6,279.905457,87.923973,-29.494547,0,?
522,'2023/12/10 03:38:00:486',6,280.720795,87.975899,-30.337891,0,?
523,'2023/12/10 03:38:00:486',6,277.704041,87.923859,-27.278427,0,?
524,'2023/12/10 03:38:00:518',6,274.347473,87.780563,-23.862625,0,?
525,'2023/12/10 03:38:00:581',6,271.377655,87.669334,-20.853876,0,?
526,'2023/12/10 03:38:00:628',6,269.718781,87.597046,-19.172382,0,?
527,'2023/12/10 03:38:00:691',6,269.578766,87.615257,-19.031639,0,?
528,'2023/12/10 03:38:00:786',6,269.606506,87.66893,-19.058891,0,?
529,'2023/12/10 03:38:00:817',6,270.987366,87.676025,-20.508142,0,?
530,'2023/12/10 03:38:00:897',6,271.947632,87.68544,-21.528149,0,?
531,'2023/12/10 03:38:00:928',6,271.715942,87.698715,-21.344183,0,?
532,'2023/12/10 03:38:00:992',6,270.36734,87.650696,-19.996206,0,?
533,'2023/12/10 03:38:01:087',6,269.285492,87.599358,-18.911751,0,?
534,'2023/12/10 03:38:01:118',6,268.288147,87.608482,-17.916525,0,?
535,'2023/12/10 03:38:01:197',6,269.362152,87.65052,-19.045977,0,?
536,'2023/12/10 03:38:01:292',6,269.881958,87.726776,-19.608335,0,?
537,'2023/12/10 03:38:01:292',6,270.269836,87.772255,-20.040726,0,?
538,'2023/12/10 03:38:01:354',6,270.128326,87.802956,-19.925701,0,?
539,'2023/12/10 03:38:01:417',6,269.389648,87.831741,-19.203934,0,?
540,'2023/12/10 03:38:01:497',6,269.540802,87.796341,-19.376986,0,?
541,'2023/12/10 03:38:01:529',6,268.906128,87.776489,-18.743166,0,?
542,'2023/12/10 03:38:01:608',6,268.450745,87.761208,-18.309683,0,?
543,'2023/12/10 03:38:01:656',6,267.572327,87.75811,-17.453531,0,?
544,'2023/12/10 03:38:01:719',6,267.000793,87.753723,-16.903812,0,?
545,'2023/12/10 03:38:01:813',6,266.605591,87.748108,-16.524363,0,?
546,'2023/12/10 03:38:01:829',6,266.561096,87.719604,-16.517956,0,?
547,'2023/12/10 03:38:01:907',6,266.747314,87.745216,-16.754597,0,?
548,'2023/12/10 03:38:02:018',6,266.904694,87.821266,-17.003912,0,?
549,'2023/12/10 03:38:02:018',6,267.677643,87.907845,-17.86511,0,?
550,'2023/12/10 03:38:02:112',6,267.710632,88.019035,-17.969101,0,?
551,'2023/12/10 03:38:02:143',6,266.836395,87.990646,-17.163162,0,?
552,'2023/12/10 03:38:02:222',6,265.339478,87.923645,-15.723437,0,?
553,'2023/12/10 03:38:02:253',6,263.89682,87.821167,-14.339607,0,?
554,'2023/12/10 03:38:02:317',6,262.594299,87.661339,-13.131314,0,?
555,'2023/12/10 03:38:02:427',6,261.367279,87.451279,-12.015411,0,?
556,'2023/12/10 03:38:02:443',6,260.170227,86.983841,-11.03135,0,?
557,'2023/12/10 03:38:02:522',6,258.814941,86.559906,-9.857352,0,?
558,'2023/12/10 03:38:02:553',6,257.11795,86.249809,-8.303918,0,?
559,'2023/12/10 03:38:02:632',6,255.753494,86.012894,-7.044549,0,?
560,'2023/12/10 03:38:02:680',6,254.556686,85.843094,-5.929365,0,?
561,'2023/12/10 03:38:02:837',6,254.582443,85.797035,-6.029594,0,?
562,'2023/12/10 03:38:02:837',6,254.952393,86.008194,-6.425787,0,?
563,'2023/12/10 03:38:02:857',6,255.933304,86.280388,-7.444842,0,?
564,'2023/12/10 03:38:02:932',6,257.598755,86.70253,-9.158517,0,?
565,'2023/12/10 03:38:03:042',6,257.773193,86.96505,-9.387044,0,?
566,'2023/12/10 03:38:03:042',6,258.757782,87.171555,-10.415946,0,?
567,'2023/12/10 03:38:03:089',6,258.634857,87.353691,-10.294248,0,?
568,'2023/12/10 03:38:03:153',6,259.368591,87.513313,-11.037275,0,?
569,'2023/12/10 03:38:03:247',6,260.090729,87.542862,-11.768709,0,?
570,'2023/12/10 03:38:03:279',6,262.811584,87.465271,-14.540584,0,?
571,'2023/12/10 03:38:03:342',6,263.958344,87.42334,-15.703274,0,?
572,'2023/12/10 03:38:03:390',6,264.469879,87.310966,-16.247202,0,?
573,'2023/12/10 03:38:03:453',6,264.165619,87.255104,-15.937531,0,?
574,'2023/12/10 03:38:03:548',6,264.152161,87.176735,-15.93238,0,?
575,'2023/12/10 03:38:03:579',6,264.601959,87.188278,-16.376028,0,?
576,'2023/12/10 03:38:03:658',6,265.236938,87.170349,-17.020235,0,?
577,'2023/12/10 03:38:03:752',6,267.115082,87.0364,-18.982782,0,?
578,'2023/12/10 03:38:03:752',6,268.740845,86.921501,-20.673231,0,?
579,'2023/12/10 03:38:03:862',6,269.636688,86.861,-21.602407,0,?
580,'2023/12/10 03:38:03:878',6,270.580139,86.817108,-22.571186,0,?
581,'2023/12/10 03:38:03:958',6,271.809174,86.821045,-23.829037,0,?
582,'2023/12/10 03:38:03:989',6,272.506439,86.810501,-24.552975,0,?
583,'2023/12/10 03:38:04:069',6,273.494354,86.767136,-25.589329,0,?
584,'2023/12/10 03:38:04:116',6,274.404236,86.752411,-26.542963,0,?
585,'2023/12/10 03:38:04:179',6,275.175629,86.711349,-27.373739,0,?
586,'2023/12/10 03:38:04:274',6,276.053772,86.676445,-28.315189,0,?
587,'2023/12/10 03:38:04:290',6,276.23291,86.627953,-28.561668,0,?
588,'2023/12/10 06:29:06:829',7,76.338425,98.645248,34.157845,0,?
589,'2023/12/10 06:29:06:900',7,76.59639,98.798325,33.732304,0,?
590,'2023/12/10 06:29:07:002',7,76.93631,98.919579,33.271038,0,?
591,'2023/12/10 06:29:07:009',7,77.369194,99.04583,32.764683,0,?
592,'2023/12/10 06:29:07:104',7,77.825226,99.141182,32.293522,0,?
593,'2023/12/10 06:29:07:129',7,78.133064,99.200386,32.004948,0,?
594,'2023/12/10 06:29:07:206',7,78.344009,99.235321,31.832726,0,?
595,'2023/12/10 06:29:07:309',7,78.260185,99.232491,31.926987,0,?
596,'2023/12/10 06:29:07:309',7,78.167122,99.207085,31.989922,0,?
597,'2023/12/10 06:29:07:412',7,77.690147,99.206367,32.367493,0,?
598,'2023/12/10 06:29:07:430',7,77.289856,99.180092,32.694687,0,?
599,'2023/12/10 06:29:07:513',7,76.839439,99.1623,33.074104,0,?
600,'2023/12/10 06:29:07:548',7,76.394646,99.156464,33.477928,0,?
601,'2023/12/10 06:29:07:616',7,75.911301,99.187897,33.884552,0,?
602,'2023/12/10 06:29:07:718',7,75.459419,99.330322,34.173157,0,?
603,'2023/12/10 06:29:07:729',7,75.257378,99.478371,34.258095,0,?
604,'2023/12/10 06:29:07:822',7,75.262428,99.600998,34.163471,0,?
605,'2023/12/10 06:29:07:848',7,75.326187,99.723488,33.980648,0,?
606,'2023/12/10 06:29:07:922',7,75.505188,99.812721,33.715855,0,?
607,'2023/12/10 06:29:08:026',7,75.608841,99.893997,33.502598,0,?
608,'2023/12/10 06:29:08:030',7,75.733849,99.964127,33.30574,0,?
609,'2023/12/10 06:29:08:129',7,75.853462,100.015686,33.12746,0,?
610,'2023/12/10 06:29:08:149',7,76.045914,100.0495,32.896008,0,?
611,'2023/12/10 06:29:08:230',7,76.304451,100.083832,32.600426,0,?
612,'2023/12/10 06:29:08:333',7,76.612206,100.100578,32.274151,0,?
613,'2023/12/10 06:29:08:333',7,76.968147,100.122612,31.89781,0,?
614,'2023/12/10 06:29:08:435',7,77.453468,100.15554,31.394228,0,?
615,'2023/12/10 06:29:08:449',7,77.938179,100.186722,30.9002,0,?
616,'2023/12/10 06:29:08:537',7,78.313492,100.218445,30.509178,0,?
617,'2023/12/10 06:29:08:570',7,78.641846,100.241272,30.169569,0,?
618,'2023/12/10 06:29:08:640',7,78.972557,100.234253,29.861965,0,?
619,'2023/12/10 06:29:08:689',7,79.33461,100.214462,29.525311,0,?
620,'2023/12/10 06:29:08:749',7,79.630173,100.210587,29.236654,0,?
621,'2023/12/10 06:29:08:809',7,80.003258,100.227493,28.857861,0,?
622,'2023/12/10 06:29:08:867',7,80.430405,100.253281,28.400221,0,?
623,'2023/12/10 06:29:08:946',7,80.826096,100.263817,27.985264,0,?
624,'2023/12/10 06:29:09:050',7,81.239441,100.28006,27.530584,0,?
625,'2023/12/10 06:29:09:051',7,81.559143,100.304749,27.166998,0,?
626,'2023/12/10 06:29:09:152',7,81.80249,100.334129,26.876463,0,?
627,'2023/12/10 06:29:09:187',7,81.909752,100.371185,26.709972,0,?
628,'2023/12/10 06:29:09:251',7,81.99556,100.400826,26.57678,0,?
629,'2023/12/10 06:29:09:356',7,81.928902,100.426819,26.640661,0,?
630,'2023/12/10 06:29:09:357',7,81.866791,100.445816,26.717758,0,?
631,'2023/12/10 06:29:09:410',7,81.882088,100.46373,26.72488,0,?
632,'2023/12/10 06:29:09:562',7,81.889465,100.482567,26.734249,0,?
633,'2023/12/10 06:29:09:562',7,81.908607,100.503944,26.734001,0,?
634,'2023/12/10 06:29:09:608',7,81.890007,100.516655,26.793282,0,?
635,'2023/12/10 06:29:09:648',7,81.939255,100.511765,26.790714,0,?
636,'2023/12/10 06:29:09:766',7,82.026077,100.520454,26.735271,0,?
637,'2023/12/10 06:29:09:768',7,82.293213,100.504227,26.526012,0,?
638,'2023/12/10 06:29:09:869',7,82.527023,100.504097,26.344776,0,?
639,'2023/12/10 06:29:09:889',7,82.824547,100.563057,26.06332,0,?
640,'2023/12/10 06:29:09:972',7,83.133232,100.610588,25.780436,0,?
641,'2023/12/10 06:29:10:073',7,83.457008,100.638084,25.482157,0,?
642,'2023/12/10 06:29:10:073',7,83.786896,100.650757,25.155848,0,?
643,'2023/12/10 06:29:10:176',7,84.100052,100.664246,24.833202,0,?
644,'2023/12/10 06:29:10:189',7,84.421387,100.672745,24.48888,0,?
645,'2023/12/10 06:29:10:278',7,84.764427,100.698372,24.129099,0,?
646,'2023/12/10 06:29:10:308',7,85.067795,100.735809,23.813921,0,?
647,'2023/12/10 06:29:10:381',7,85.339211,100.749588,23.564569,0,?
648,'2023/12/10 06:29:10:484',7,85.634842,100.753319,23.282259,0,?
649,'2023/12/10 06:29:10:488',7,85.934731,100.746574,22.990074,0,?
650,'2023/12/10 06:29:10:548',7,86.493996,100.744904,22.451326,0,?
651,'2023/12/10 06:29:10:688',7,87.07357,100.767014,21.89587,0,?
652,'2023/12/10 06:29:10:688',7,87.616829,100.830727,21.367134,0,?
653,'2023/12/10 06:29:10:790',7,87.998253,100.903259,20.9631,0,?
654,'2023/12/10 06:29:10:791',7,88.356194,100.93428,20.595419,0,?
655,'2023/12/10 06:29:10:893',7,88.545128,100.945969,20.367376,0,?
656,'2023/12/10 06:29:10:910',7,88.707466,100.938721,20.198896,0,?
657,'2023/12/10 06:29:10:995',7,88.669449,100.901909,20.336218,0,?
658,'2023/12/10 06:29:11:029',7,87.660789,100.942337,21.643896,0,?
659,'2023/12/10 06:29:11:098',7,86.20314,101.058426,23.462934,0,?
660,'2023/12/10 06:29:11:198',7,84.33725,101.252815,25.823139,0,?
661,'2023/12/10 06:29:11:210',7,82.239426,101.529945,28.396971,0,?
662,'2023/12/10 06:29:11:304',7,80.350769,101.821686,30.687963,0,?
663,'2023/12/10 06:29:11:329',7,78.621964,102.108986,32.726868,0,?
664,'2023/12/10 06:29:11:405',7,77.339516,102.286873,34.077076,0,?
665,'2023/12/10 06:29:11:507',7,76.564178,102.379364,34.849808,0,?
666,'2023/12/10 06:29:11:509',7,76.451912,102.424629,34.690075,0,?
667,'2023/12/10 06:29:11:611',7,76.808334,102.416824,33.995831,0,?
668,'2023/12/10 06:29:11:713',7,77.864952,102.317581,32.497353,0,?
669,'2023/12/10 06:29:11:713',7,79.684273,102.152237,30.096653,0,?
670,'2023/12/10 06:29:11:749',7,81.472382,101.98793,27.774006,0,?
671,'2023/12/10 06:29:11:815',7,83.59922,101.819824,25.139061,0,?
672,'2023/12/10 06:29:11:916',7,85.58712,101.624512,22.806826,0,?
673,'2023/12/10 06:29:11:931',7,87.159431,101.452194,21.104094,0,?
674,'2023/12/10 06:29:12:019',7,87.183441,101.470314,21.230511,0,?
675,'2023/12/10 06:29:12:049',7,86.191689,101.601837,22.403267,0,?
676,'2023/12/10 06:29:12:123',7,83.718636,101.870277,25.250935,0,?
677,'2023/12/10 06:29:12:224',7,80.833282,102.200287,28.592939,0,?
678,'2023/12/10 06:29:12:231',7,78.351196,102.463608,31.525736,0,?
679,'2023/12/10 06:29:12:327',7,76.228096,102.654556,34.053535,0,?
680,'2023/12/10 06:29:12:350',7,74.735672,102.733536,35.831894,0,?
681,'2023/12/10 06:29:12:428',7,73.61982,102.752754,37.122211,0,?
682,'2023/12/10 06:29:12:531',7,73.128098,102.584724,37.6483,0,?
683,'2023/12/10 06:29:12:531',7,73.471222,102.183167,37.263348,0,?
684,'2023/12/10 06:29:12:633',7,74.302269,101.747047,36.357792,0,?
685,'2023/12/10 06:29:12:649',7,75.573006,101.286377,34.967411,0,?
686,'2023/12/10 06:29:12:709',7,76.889053,100.875435,33.548359,0,?
687,'2023/12/10 06:29:12:840',7,77.994514,100.496399,32.431835,0,?
688,'2023/12/10 06:29:12:840',7,78.306526,100.27401,32.251633,0,?
689,'2023/12/10 06:29:12:941',7,78.234886,100.147202,32.525181,0,?
690,'2023/12/10 06:29:12:947',7,77.793159,100.154747,33.266422,0,?
691,'2023/12/10 06:29:13:043',7,77.114296,100.144424,34.361736,0,?
692,'2023/12/10 06:29:13:068',7,76.51973,100.068184,35.432194,0,?
693,'2023/12/10 06:29:13:146',7,75.761337,99.936966,37.005936,0,?
694,'2023/12/10 06:29:13:248',7,74.855324,99.877304,38.673492,0,?
695,'2023/12/10 06:29:13:250',7,73.598793,99.695816,40.920715,0,?
696,'2023/12/10 06:29:13:350',7,71.8554,99.129013,44.027721,0,?
697,'2023/12/10 06:29:13:369',7,69.549942,98.508858,47.691547,0,?
698,'2023/12/10 06:29:13:452',7,64.708344,97.977951,54.205765,0,?
699,'2023/12/10 06:29:13:489',7,60.676952,97.856895,59.593864,0,?
700,'2023/12/10 06:29:13:554',7,57.148209,97.826859,64.23439,0,?
701,'2023/12/10 06:29:13:657',7,54.038498,97.857353,68.261238,0,?
702,'2023/12/10 06:29:13:668',7,51.353813,97.947937,71.734848,0,?
703,'2023/12/10 06:29:13:760',7,49.135674,98.029076,74.624168,0,?
704,'2023/12/10 06:29:13:794',7,47.638126,98.123634,76.555382,0,?
705,'2023/12/10 06:29:13:862',7,46.563652,98.165871,77.934494,0,?
706,'2023/12/10 06:29:13:965',7,46.004959,97.999847,78.524025,0,?
707,'2023/12/10 06:29:13:970',7,46.156261,97.672768,78.215691,0,?
708,'2023/12/10 06:29:14:069',7,46.914089,97.282906,77.218842,0,?
709,'2023/12/10 06:29:14:089',7,48.703861,96.73069,75.104591,0,?
710,'2023/12/10 06:29:14:170',7,51.850346,96.06604,71.585022,0,?
711,'2023/12/10 06:29:14:272',7,54.353611,95.46096,68.711693,0,?
712,'2023/12/10 06:29:14:272',7,58.058174,94.888809,64.621475,0,?
713,'2023/12/10 06:29:14:476',7,61.306442,94.459267,61.021465,0,?
714,'2023/12/10 06:29:14:477',7,63.017731,94.288979,59.065285,0,?
715,'2023/12/10 06:29:14:477',7,64.154411,94.289986,57.88446,0,?
716,'2023/12/10 06:29:14:509',7,64.559822,94.353439,57.538986,0,?
717,'2023/12/10 06:29:14:579',7,63.976231,94.630928,58.520821,0,?
718,'2023/12/10 06:29:14:682',7,62.554161,95.102982,60.674698,0,?
719,'2023/12/10 06:29:14:689',7,61.046757,95.561111,63.007099,0,?
720,'2023/12/10 06:29:14:784',7,59.213703,95.971138,65.996124,0,?
721,'2023/12/10 06:29:14:812',7,56.8834,96.372124,69.517494,0,?
722,'2023/12/10 06:29:14:885',7,54.618073,96.947769,73.123856,0,?
723,'2023/12/10 06:29:14:989',7,87.307205,93.502083,41.724758,0,?
724,'2023/12/10 06:29:14:989',7,113.005028,90.716316,17.147112,0,?
725,'2023/12/10 06:29:15:091',7,134.006256,88.283913,-3.057465,0,?
726,'2023/12/10 06:29:15:115',7,150.869217,86.415665,-19.446476,0,?
727,'2023/12/10 06:29:15:194',7,164.401901,84.985832,-32.704659,0,?
728,'2023/12/10 06:29:15:230',7,175.65239,83.987785,-44.044945,0,?
729,'2023/12/10 06:29:15:296',7,149.237442,87.076271,-18.01717,0,?
730,'2023/12/10 06:29:15:400',7,128.33699,89.464508,2.427172,0,?
731,'2023/12/10 06:29:15:410',7,111.949425,91.304199,18.019411,0,?
732,'2023/12/10 06:29:15:500',7,99.220673,92.737114,29.919399,0,?
733,'2023/12/10 06:29:15:528',7,90.218155,93.789513,37.85511,0,?
734,'2023/12/10 06:29:15:604',7,84.422195,94.440681,42.384464,0,?
735,'2023/12/10 06:29:15:705',7,80.679932,94.861809,44.896725,0,?
736,'2023/12/10 06:29:15:711',7,79.836884,95.068092,44.330048,0,?
737,'2023/12/10 06:29:15:808',7,80.980324,95.208725,41.567108,0,?
738,'2023/12/10 06:29:15:830',7,82.613007,95.31646,38.399685,0,?
739,'2023/12/10 06:29:15:910',7,85.651672,95.357597,33.766575,0,?
740,'2023/12/10 06:29:16:013',7,89.110611,95.375313,28.862005,0,?
741,'2023/12/10 06:29:16:013',7,94.261597,95.363426,22.250811,0,?
742,'2023/12/10 06:29:16:116',7,100.196411,95.330032,14.842213,0,?
743,'2023/12/10 06:29:16:129',7,105.364052,95.352501,8.352381,0,?
744,'2023/12/10 06:29:16:217',7,108.850929,95.422165,3.781692,0,?
745,'2023/12/10 06:29:16:248',7,111.044495,95.492104,0.862817,0,?
746,'2023/12/10 06:29:16:320',7,112.477272,95.524612,-1.012945,0,?
747,'2023/12/10 06:29:20:723',8,207.396255,5.161615,3.491507,0,?
748,'2023/12/10 06:29:20:749',8,206.796173,5.152508,3.172622,0,?
749,'2023/12/10 06:29:20:824',8,206.122986,5.13754,2.90642,0,?
750,'2023/12/10 06:29:20:872',8,205.631073,5.118908,2.756681,0,?
751,'2023/12/10 06:29:20:928',8,205.354263,5.114827,2.690076,0,?
752,'2023/12/10 06:29:20:989',8,205.489334,5.125963,2.761123,0,?
753,'2023/12/10 06:29:21:051',8,205.790726,5.120431,2.831585,0,?
754,'2023/12/10 06:29:21:109',8,206.439514,5.090933,2.88897,0,?
755,'2023/12/10 06:29:21:170',8,207.318268,5.003397,2.847248,0,?
756,'2023/12/10 06:29:21:231',8,208.183533,4.895804,2.835577,0,?
757,'2023/12/10 06:29:21:288',8,209.097275,4.732017,2.971881,0,?
758,'2023/12/10 06:29:21:349',8,209.768188,4.582636,3.034402,0,?
759,'2023/12/10 06:29:21:409',8,210.188889,4.472871,3.038381,0,?
760,'2023/12/10 06:29:21:473',8,210.183136,4.437398,2.889863,0,?
761,'2023/12/10 06:29:21:528',8,209.771225,4.458569,2.774842,0,?
762,'2023/12/10 06:29:21:590',8,209.174393,4.47896,2.656944,0,?
763,'2023/12/10 06:29:21:651',8,208.154602,4.533285,2.593294,0,?
764,'2023/12/10 06:29:21:711',8,207.044952,4.578047,2.434602,0,?
765,'2023/12/10 06:29:21:769',8,205.664612,4.631531,2.147178,0,?
766,'2023/12/10 06:29:21:830',8,204.303406,4.493345,1.87893,0,?
767,'2023/12/10 06:29:21:890',8,203.207336,4.340375,1.67429,0,?
768,'2023/12/10 06:29:21:949',8,202.539841,4.135516,1.645688,0,?
769,'2023/12/10 06:29:22:007',8,202.342911,4.04738,1.661399,0,?
770,'2023/12/10 06:29:22:071',8,202.320038,4.045712,1.680269,0,?
771,'2023/12/10 06:29:22:128',8,202.449203,3.973188,1.634443,0,?
772,'2023/12/10 06:29:22:188',8,202.59816,3.77188,1.646361,0,?
773,'2023/12/10 06:29:22:249',8,202.917984,3.530633,1.771073,0,?
774,'2023/12/10 06:29:22:307',8,203.38588,3.537362,1.965444,0,?
775,'2023/12/10 06:29:22:368',8,203.781387,3.639899,2.094937,0,?
776,'2023/12/10 06:29:22:429',8,204.049393,3.806919,2.155798,0,?
777,'2023/12/10 06:29:22:488',8,204.22139,3.899858,2.21154,0,?
778,'2023/12/10 06:29:22:549',8,204.3647,3.922386,2.263828,0,?
779,'2023/12/10 06:29:22:607',8,204.53067,3.718048,2.351705,0,?
780,'2023/12/10 06:29:22:668',8,204.695999,3.441509,2.477232,0,?
781,'2023/12/10 06:29:22:730',8,204.883224,3.065881,2.617007,0,?
782,'2023/12/10 06:29:22:788',8,204.972931,2.491487,3.027564,0,?
783,'2023/12/10 06:29:22:849',8,205.065338,2.087471,3.85903,0,?
784,'2023/12/10 06:29:22:909',8,205.396362,2.103788,4.044065,0,?
785,'2023/12/10 06:29:22:967',8,205.63031,2.008204,3.969071,0,?
786,'2023/12/10 06:29:23:029',8,205.743973,1.879725,3.89063,0,?
787,'2023/12/10 06:29:23:089',8,205.659607,1.763836,3.794418,0,?
788,'2023/12/10 06:29:23:149',8,205.509018,1.773944,3.661251,0,?
789,'2023/12/10 06:29:23:209',8,205.2314,2.121347,3.405672,0,?
790,'2023/12/10 06:29:23:267',8,204.905212,2.700824,3.183556,0,?
791,'2023/12/10 06:29:23:329',8,204.616318,3.299595,2.993798,0,?
792,'2023/12/10 06:29:23:389',8,204.361496,3.925093,2.910355,0,?
793,'2023/12/10 06:29:23:448',8,204.101135,4.418816,2.888753,0,?
794,'2023/12/10 06:29:23:511',8,203.892822,4.77392,2.845464,0,?
795,'2023/12/10 06:29:23:568',8,203.774948,4.811245,2.931875,0,?
796,'2023/12/10 06:29:23:629',8,203.740906,4.54831,3.025109,0,?
797,'2023/12/10 06:29:23:688',8,203.749557,4.154013,3.151507,0,?
798,'2023/12/10 06:29:23:749',8,203.808945,3.482292,3.294925,0,?
799,'2023/12/10 06:29:23:808',8,203.856567,2.754291,3.475059,0,?
800,'2023/12/10 06:29:23:867',8,203.877701,1.853472,3.609123,0,?
801,'2023/12/10 06:29:23:932',8,203.859299,0.780034,3.815597,0,?
802,'2023/12/10 06:29:23:988',8,203.829208,-0.159189,4.056041,0,?
803,'2023/12/10 06:29:24:047',8,203.889023,-0.841554,4.211764,0,?
804,'2023/12/10 06:29:24:108',8,203.947266,-1.401796,4.421156,0,?
805,'2023/12/10 06:29:24:170',8,204.021545,-1.842591,4.659598,0,?
806,'2023/12/10 06:29:24:228',8,204.083145,-2.004069,4.846928,0,?
807,'2023/12/10 06:29:24:287',8,204.150055,-1.942747,4.970745,0,?
